ip_address,school_name,hostname,phase2_match,asn,whois_org,is_hosting,whois_match,fcc_match,score,confidence
65.254.5.15,Belmont Elementary School,eportfolio.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.17,Belmont Elementary School,bay-remote.msmain.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.16,Belmont Elementary School,bay-ms-ts02.msmain.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.18,Belmont Elementary School,bay-ms-ts01.msmain.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.19,Belmont Elementary School,tel.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.20,Belmont Elementary School,c.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.21,Belmont Elementary School,s.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.22,Belmont Elementary School,mailfilter.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.23,Belmont Elementary School,mailgw.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.24,Belmont Elementary School,ftpwww.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.26,Belmont Elementary School,kevin-s-nj.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.33,Belmont Elementary School,icampus.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.41,Belmont Elementary School,traveler.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.47,Belmont Elementary School,sm3.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.69,Belmont Elementary School,mailgw.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.71,Belmont Elementary School,mailout.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.65,Belmont Elementary School,sygw2.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.67,Belmont Elementary School,fw-out.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.66,Belmont Elementary School,www.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.68,Belmont Elementary School,fw.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.73,Belmont Elementary School,exchhub.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.76,Belmont Elementary School,igpro.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.72,Belmont Elementary School,mail.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.101,Belmont Elementary School,ic.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
206.226.155.2,Brentwood High School,fw.elwood.k12.ny.us.elwood.k12.ny.us,partial_match,NA,NA,no,no,no,1,low
192.100.55.179,Cantiague Elementary School,acad179.adelphi.edu,partial_match,NA,NA,no,no,no,1,low
24.38.39.22,Comsewogue High School,mail1.mtsinai.k12.ny.us,partial_match,,,no,yes,yes,3,high
206.226.155.2,Dogwood Elementary School,fw.elwood.k12.ny.us.elwood.k12.ny.us,partial_match,NA,NA,no,no,no,1,low
50.216.217.89,East Lake Elementary School,eg-1-1-17-3955-soag02.lakeworth.fl.pompano.comcast.net,match,,,no,yes,yes,3,high
170.24.142.8,East Lake Elementary School,barracuda.msd.k12.ny.us,partial_match,,,no,yes,yes,3,high
65.254.5.3,East Lake Elementary School,bs3640.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.2,East Lake Elementary School,bsraptor1.bvr.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.5,East Lake Elementary School,bsfw2-1605.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.10,East Lake Elementary School,mail2.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.6,East Lake Elementary School,bssdfilter.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.1,East Lake Elementary School,gw.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.4,East Lake Elementary School,1600-out.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.13,East Lake Elementary School,finance01.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.7,East Lake Elementary School,bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.8,East Lake Elementary School,www2.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.24,East Lake Elementary School,ftpwww.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.9,East Lake Elementary School,mail1.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.26,East Lake Elementary School,kevin-s-nj.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.12,East Lake Elementary School,raptor.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.14,East Lake Elementary School,mis.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.11,East Lake Elementary School,mail.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.19,East Lake Elementary School,tel.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.16,East Lake Elementary School,bay-ms-ts02.msmain.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.15,East Lake Elementary School,eportfolio.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.18,East Lake Elementary School,bay-ms-ts01.msmain.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.20,East Lake Elementary School,c.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.17,East Lake Elementary School,bay-remote.msmain.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.22,East Lake Elementary School,mailfilter.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.21,East Lake Elementary School,s.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.23,East Lake Elementary School,mailgw.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.33,East Lake Elementary School,icampus.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.41,East Lake Elementary School,traveler.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.47,East Lake Elementary School,sm3.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.69,East Lake Elementary School,mailgw.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.65,East Lake Elementary School,sygw2.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.66,East Lake Elementary School,www.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.68,East Lake Elementary School,fw.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.67,East Lake Elementary School,fw-out.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.73,East Lake Elementary School,exchhub.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.71,East Lake Elementary School,mailout.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.76,East Lake Elementary School,igpro.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.72,East Lake Elementary School,mail.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.101,East Lake Elementary School,ic.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
192.100.55.179,East Lake Elementary School,acad179.adelphi.edu,partial_match,NA,NA,no,no,no,1,low
74.254.87.10,East Rockaway Junior-Senior High School,mail.berkeley.k12.sc.us,partial_match,,,no,yes,yes,3,high
74.254.87.126,East Rockaway Junior-Senior High School,berkeley.k12.sc.us,partial_match,,,no,yes,yes,3,high
170.24.142.8,Edmund W. Miles Middle School,barracuda.msd.k12.ny.us,partial_match,,,no,yes,yes,3,high
65.254.5.5,Edmund W. Miles Middle School,bsfw2-1605.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.7,Edmund W. Miles Middle School,bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.2,Edmund W. Miles Middle School,bsraptor1.bvr.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.4,Edmund W. Miles Middle School,1600-out.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.6,Edmund W. Miles Middle School,bssdfilter.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.1,Edmund W. Miles Middle School,gw.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.3,Edmund W. Miles Middle School,bs3640.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.8,Edmund W. Miles Middle School,www2.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.9,Edmund W. Miles Middle School,mail1.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.10,Edmund W. Miles Middle School,mail2.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.11,Edmund W. Miles Middle School,mail.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.24,Edmund W. Miles Middle School,ftpwww.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.12,Edmund W. Miles Middle School,raptor.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.13,Edmund W. Miles Middle School,finance01.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.16,Edmund W. Miles Middle School,bay-ms-ts02.msmain.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.14,Edmund W. Miles Middle School,mis.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.18,Edmund W. Miles Middle School,bay-ms-ts01.msmain.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.15,Edmund W. Miles Middle School,eportfolio.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.19,Edmund W. Miles Middle School,tel.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.17,Edmund W. Miles Middle School,bay-remote.msmain.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.21,Edmund W. Miles Middle School,s.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.20,Edmund W. Miles Middle School,c.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.23,Edmund W. Miles Middle School,mailgw.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.22,Edmund W. Miles Middle School,mailfilter.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.26,Edmund W. Miles Middle School,kevin-s-nj.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.33,Edmund W. Miles Middle School,icampus.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.41,Edmund W. Miles Middle School,traveler.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.68,Edmund W. Miles Middle School,fw.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.47,Edmund W. Miles Middle School,sm3.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.71,Edmund W. Miles Middle School,mailout.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.73,Edmund W. Miles Middle School,exchhub.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.65,Edmund W. Miles Middle School,sygw2.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.66,Edmund W. Miles Middle School,www.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.67,Edmund W. Miles Middle School,fw-out.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.69,Edmund W. Miles Middle School,mailgw.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.72,Edmund W. Miles Middle School,mail.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.76,Edmund W. Miles Middle School,igpro.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.101,Edmund W. Miles Middle School,ic.syosset.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
192.100.55.179,Edmund W. Miles Middle School,acad179.adelphi.edu,partial_match,NA,NA,no,no,no,1,low
69.9.33.26,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lga12.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.22,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lga12.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.16,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lga12.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.19,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lga12.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.24,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lga12.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.29,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lga12.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.30,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lga12.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.28,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lga12.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.23,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lga12.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.25,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lga12.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.20,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lga12.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.21,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lga12.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.31,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lga12.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.90,Eric S Simith Middle School,high-point-solutions.dmarc.ewr2.atlanticmetro.net,partial_match,,,no,no,no,1,low
69.9.33.27,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lga12.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.184,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lax2.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.185,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lax2.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.179,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lax2.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.18,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lga12.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.187,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lax2.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.168,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lga11.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.171,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lga11.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.183,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lax2.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.180,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lax2.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.182,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lax2.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.178,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lax2.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.176,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lax2.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.186,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lax2.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.189,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lax2.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.181,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lax2.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.190,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lax2.atlanticmetro.net,match,,,no,no,no,1,low
69.9.33.188,Eric S Simith Middle School,american-academy-dramatic-arts.metroe.dmarc.lax2.atlanticmetro.net,match,,,no,no,no,1,low
69.9.44.51,Eric S Simith Middle School,iainorthamerica.dmarc.dfw2.amcbb.net,match,29838,"AMC - Atlantic Metro Communications II, Inc., US",no,no,no,1,low
69.9.44.56,Eric S Simith Middle School,iainorthamerica.dmarc.dfw2.amcbb.net,match,29838,"AMC - Atlantic Metro Communications II, Inc., US",no,no,no,1,low
69.9.44.63,Eric S Simith Middle School,iainorthamerica.dmarc.dfw2.amcbb.net,match,29838,"AMC - Atlantic Metro Communications II, Inc., US",no,no,no,1,low
69.9.44.52,Eric S Simith Middle School,iainorthamerica.dmarc.dfw2.amcbb.net,match,29838,"AMC - Atlantic Metro Communications II, Inc., US",no,no,no,1,low
69.9.44.48,Eric S Simith Middle School,iainorthamerica.dmarc.dfw2.amcbb.net,match,29838,"AMC - Atlantic Metro Communications II, Inc., US",no,no,no,1,low
69.9.44.55,Eric S Simith Middle School,iainorthamerica.dmarc.dfw2.amcbb.net,match,29838,"AMC - Atlantic Metro Communications II, Inc., US",no,no,no,1,low
69.9.44.57,Eric S Simith Middle School,iainorthamerica.dmarc.dfw2.amcbb.net,match,29838,"AMC - Atlantic Metro Communications II, Inc., US",no,no,no,1,low
69.9.44.53,Eric S Simith Middle School,iainorthamerica.dmarc.dfw2.amcbb.net,match,29838,"AMC - Atlantic Metro Communications II, Inc., US",no,no,no,1,low
69.9.44.59,Eric S Simith Middle School,iainorthamerica.dmarc.dfw2.amcbb.net,match,29838,"AMC - Atlantic Metro Communications II, Inc., US",no,no,no,1,low
69.9.44.62,Eric S Simith Middle School,iainorthamerica.dmarc.dfw2.amcbb.net,match,29838,"AMC - Atlantic Metro Communications II, Inc., US",no,no,no,1,low
69.9.44.58,Eric S Simith Middle School,iainorthamerica.dmarc.dfw2.amcbb.net,match,29838,"AMC - Atlantic Metro Communications II, Inc., US",no,no,no,1,low
69.9.44.61,Eric S Simith Middle School,iainorthamerica.dmarc.dfw2.amcbb.net,match,29838,"AMC - Atlantic Metro Communications II, Inc., US",no,no,no,1,low
69.9.44.54,Eric S Simith Middle School,iainorthamerica.dmarc.dfw2.amcbb.net,match,29838,"AMC - Atlantic Metro Communications II, Inc., US",no,no,no,1,low
69.9.44.50,Eric S Simith Middle School,iainorthamerica.dmarc.dfw2.amcbb.net,match,29838,"AMC - Atlantic Metro Communications II, Inc., US",no,no,no,1,low
69.9.44.60,Eric S Simith Middle School,iainorthamerica.dmarc.dfw2.amcbb.net,match,29838,"AMC - Atlantic Metro Communications II, Inc., US",no,no,no,1,low
170.24.142.8,Farmingdale High School,barracuda.msd.k12.ny.us,partial_match,,,no,yes,yes,3,high
65.254.5.1,Farmingdale High School,gw.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.8,Farmingdale High School,www2.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.10,Farmingdale High School,mail2.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.11,Farmingdale High School,mail.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.3,Farmingdale High School,bs3640.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.2,Farmingdale High School,bsraptor1.bvr.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.6,Farmingdale High School,bssdfilter.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.15,Farmingdale High School,eportfolio.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.4,Farmingdale High School,1600-out.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
65.254.5.5,Farmingdale High School,bsfw2-1605.bayshore.k12.ny.us,partial_match,46887,"CROWNCASTLE-AS46887 - Crown Castle Fiber LLC, US",no,no,no,1,low
